clean_text,category
doubt there one near modi come market skill plu strategi ador way conven develop processvis bullet point keep toe perfect,1
modi know keep know troubl brewer henc time sidelin,1
plan order one receiv lakh one man call modi india offer almost year ago would live tag tshirt,1
modi govt draft draconian afspalik law govern tribal forest shall turn india forest perman conflict zone administratiion hold power shoot immun neither comment,0
narendra modi fight banglor south els want banglor south cabdid parti rememebr anathakumar serivic,0
rajasthan governor kalyan singh bjp worker want bjp emerg victori want modi becom import countri,1
awar key make scheme successfulmodi govt succeed govt scheme reach door door even remot areashug public got benefit awar,2
sometim wonder modi strong leader cell portrayswhi couldnt get grade director biopic like hiranibhansali etc,1
journo nice fraud like rajat gupta karti chidabharam next barkha interview nirav modi tell innoc,1
simpl better modi nation,1
modi ask cow contest lok sabha elect,2
world know pnb fraudul nirav modi time credit given nirav modi,0
see modi made rich modi,1
better day expec ton money best car vote modi,1
rahulgandhi announc minimum incom guarante poor modi announc rs per month farmer hold acr land best congress,1
thing improv modi govern rcb bat,0
concern congi allianceani modi win seven seatsdelhiit wiser call journo,1
use whole agentsaffron adjac side twitter use blame lack virul hindutva campaign modi cast,1
modi need trend social media market team think box,1
sir bigger modi bhakt vultur present,0
remark ani news agenc pitroda head congress oversea depart close friend nehrugandhi famili sought,1
vote modi dynasti visionari high level corrupt solid team chang base though take time time give result congress loot know well chanc internalextern secur nation,2
dont worri got free time delusion media tri get glimps debt gdp ratio btw modi cant fake institut data caught fake govt industri data china got trillion economi fake data hot trillion,2
world g leader narendra modi,0
bjprss educ tool ideolog indoctrin mean empow peopl modi govt new diktat student research topic pleas emperor,1
ye sell countri terrorist likewis congress presid mani propaganda corrupt selfish polit leader creat realiti ground show modi mine thiev must worri,2
modi fail fulfil promis lakh everi individu creat epic misadventur like demonet contrast congress presid ensur farmer loan waiver state promis poll,2
predict number free ride modi get charter plane gautam bhai elect ralli auspic ecofindia,1
modi mean master develop india,0
modi appeal ca techi,0
india alreadi liber tolrent becom truli secular modi regim seudo secular propag congress discourag,0
momota begum let state becom total shithol let anyon els bring develop hog limelight dont mean modi,2
assum swami right modi done prosecut punish culprit mani name mention swami jail lie doesnt becom truth swami modi repeat time,1
assadudin owaisi lick boot modi deserv shown,0
entir serpent fang,0
tri abus simplic modi,0
last time narr modi becom countri wide riot break outthey want keep peopl khauff vote modi,2
guy could sustain lie beyond third sentenc tweet succeed govt carri momentum previou govern modi govt get credit convolut argument second upa govt squander,2
speak priyanka vadra els say achiev seriou like robert congi wer quick say wen modi inaugur sum unleft project term take credit,0
sirji guy sold chaddi dhari anna first placeindian still pay mistakemodi gang interest,1
anoth section start collect stat show trend cow relat violent incid spike modi watch similar award wapsi happen due rise intoler movement creat certain section peddl agenda,2
microsoft ceo satya nadella prais modi record eas busi time india,0
wasnt requir first place modi made environ muslim would feel subjug bhakt quest,1
modi mere renam congress scheme,2
disappoint teaser vivek oberoi friend huh accha yeh modi biopic nahin hai,2
tri best never back modi best,1
sab chodo modi modi mar karo target aap khud modi chod dont give imp boln bolna hai tum unk hat pair mean cm maro,0
final see result correct shape modi violenc muslim second imposs israel india acknowledg israel,2
cours campaign get convert modi candid dont matter,0
father also banker gave good life salari never money mind like want money without work help peopl like mallya nirav modi scam real needi peopl dont get loan posit bribe,1
let see modi shah karma catchup,0
media scare nowaday one word modi may shut shop lick anyon stay busi,0
compar know cannot comparison period,0
huge result bloodsh protest bjp prevent anarchi cost slow incess hammer let pseudo talk keep laugh,2
nice ope gurcharan da toi today list mani achiev modi govt also make valid point critic unjustifi point critic see thread,1
work hard moreov honest toward work support modi right thing,1
chaiwalla chowkidaar tshirt seller pretti much major indian career trajectori say narendra modi doesnt repres common man,1
dear prime minist india norendro modi sir pleas forgiv bangladesh,0
took person interest quot incid ensur safeti minor prevent incid futur hand indian bussi creat chowkidar that differ new pakistan modi india nutshel,1
modi govt vision corruptionfre india ensur loot countri face law via namo app,0
isnt imran masood guy said narendra modi boti boti kar deng like azhar masoodwhi speak languag terrorist,0
trueyouth know good goodmodi enough major rule governmentregion parti play import role,1
modi hater modi liar modi secular live countri sinc modi govt came power live delhi well happen peopl start nowh wasnt even power,2
final day modi govern adani project jharkhand becom india first power sector sez,1
har har modi ghar ghar modi modi jeis imandar milna moskil haiji modi great leader world want modi,1
india chowkidar question whether modi embrac improv lot via chowkidar would nirav modi run away,0
narendra modi almost kill indian media,2
yet anoth disast,0
dont talk someth say come fact accus alleg without fact doesnt becom real unless prove name one scam modi guy prove bet dont critic good good govern abus,1
right news channel discuss modi govern manifesto mani promis fulfil mani still pipelin discuss show sapna choudhari hema malini bank biahri mandir,1
main bhi chowkidar anoth elect gimmick brand modi,1
centr state govt work togeth make india tbfree hearten multiprong approach involv differ stakehold ensur outcom seen,1
well isnt social media platform work studi reveal modi engag sachin tendulkar amitabh bachchan twitter increas visibl,1
still major peopl still believ fake news open peopl dynasti polit vena,2
india need heal touch anoth year modi heal wound caus congress dynast looter pak terrorist isi agent,0
narendra modi arun jaitley dont understand econom claim subramanian swami sourc scroll via dailyhunt download,0
alway wonder harbhajan open saloon chandigarh get haircut today alway tri engag convers land modi misfortun conclus demonet minim effect regular ga con,2
son studi good school convent though modi rais selfrespect manifold intern muslim syria pakistan libiya turkey toward selfextinct forth comment wordli knowledg know blame,1
condol loss live due bu accid maharashtra,2
day everi patriot one motiv modi modi modi cost,0
receiv shirt today sincer stand modi call invok vigil citizen one also get shirtmerchandis,1
modi alla,0
document reveal modi javadekar war india environ,0
wont ban modi movi,0
last year modi don hat star salesman industrialist bjp star campaign india durat success failur role vari depend whether liber bhakth,2
think modi best choic elect believ idea new india thought leader scholar academ columnist thinker join effort regist,1
social media lampoon modi evolut chowkidar salesman prime minist india chowkidar name caught peddl tshirt keychain twitter read,1
languag modi hindu vote reason templ govt control today way templ state govt control goi hope modi make promis rather ingrat shud vote dmk cpm,1
jd mla shival gowda karnataka said break jaw come call modimodi slogan gowda alway think speak respect senior destroy respect polit save democraci save india,2
sir elect trskedikcr ap cr peopletdp voter vote ycpjsp goe kcrmodi onlyap get krishnagodavarion lakh due telangana,0
better modi atleast democrat modi enough courag face media give answer everi question,1
today dollar highest ever modi told rupe icu today see rupe ventil action plan must want,1
let anyon give singl reason vote bjp modi will debat till chicken come home roost,1
pakistani expert shoot foot how jaish dead sir modi kill sir,1
sold mani airport adani sold lal qila adani gave worth million dollar contractrafael ambani help modi escap india visit mani countri help friend get big contract,1
support modi,0
golden hour first hour traumat injuri emerg treatment like success clueless modi decid wast golden hour shoot film let wound attack becom threaten,1
rise jaativaad reserv base vote social worker iss baar modi sarkaar bihar,1
sourc way address elect ralli candid met staunch support modi aunindyo yadi sarkar banati hai tumko lakh milega bhakt kese jese lakh mile wese,0
almost crowd come eat free biryani collect tax money guy loot year badm vote modi kareng,1
poor chap modi given anyth offer voter long keep say pakistan pakistan,2
refer last week tweet clearli said cant join big time support,1
maximum polit theprint modi amit shah nomin bjp set success plan polit editor singh write,0
ayushman bharat yojana much better even bill gate congratul modi stop disrupt india futur,1
think modi best choic elect think india need modi thought leader scholar academ columnist thinker join effort regist,1
hve consid thatunlik usa pseudo hve home away home jihadi pakistan upris may damp squibb like usa,0
bjp govt work rich ambani adani choksi modi rule rich becom richer poor becom poorer must stop india grow equit,1
pak drop two indian pilot territori one releas pak second one bhagwa traitor modi media ask miss pilot shame,2
let bay consensu bring anachri invas surgeri drop blood iebloodl coup grace,0
never agre anytim like straight forward answer opinion person opinion sawmi far better modi jaitley via,1
modi deliber done drama claim chowkidar peopl elect catch fugit like nirav bring,1
humbl request award citizen spread awar amongst slum dwell strata popul loksabha plz vote modi ensur singl seat malefic allianceth allianc sheer mockeri downfal ethic politi,2
modi remov name voter list aap allegedli call peopl ask vote pretend radio channel,2
news propaganda modi went see even manohar parlekar bodi bless modi forc manohar defenc minist given sitaraman jinin,2
first time histori india opposit fight elect without agenda concern modi hatao manifesto develop issu first elect govern public happi corrupt politician cri vice versa,1
lol right modi use indian militari campaign elect,1
leav countri year like neerav modi,2
deepli impress quick learner modi way thing presid pranab mukherje,1
astrolog patna predict modi becom sure death,1
vote modi digniti commun safe futur kid,1
get candid bengaluru south bengaluru rural constitu readi contest one constitu motta bhai bless common man strong follow modi namo jai hind,1
modi biggest hardwork develop nation never forget forev modi regim bharat matha jai,0
day react peopl take arm muslim either govt take account realiti repeat frequent throughout western nation,1
reason believ narendra modi assum offic meet expect vote,0
mai atal bihari avinash singh gandhi order deta mechokidar narend modi may morn join kre thound per day call inform,1
kuch kaam bhi kar liya hota four year modi govt spent crore public rti show,2
shld elect mm modi intern scale awesom see comand,1
get chanc interact shri narendra modi directli event held st march pm regist via mynt,1
serious must sick mind call small kid roiteer get thought hate modi fine extent use derogatori word innoc kid appal wish eashwar aapko saddbuddhi get well soon,2
anoth gift govern parent taxfre special econom zone purpos built ensur poor india get extern burn coal tax cess,1
youth power modi,0
modi real hindu differ goon vote could come,1
social media lampoon modi evolut chowkidar salesman via,1
fool dont realiz modi creat awar corrupt massiv campaign spread nation unlik congress promot corrupt nepot heyday,0
noth better could want modi lifetim india attain glori commensur potenti indian,1
modi chor corrupt maha thugbandhan janta modi,2
anybodi give charact ticket show tht countri ppl countri good work good intent import defeat modi import wht fellow contribut toward countri wht know abt polit naxalit think,1
tell modi last week hindu attack muslim famili india safe countri never,1
rajasthan governor kalyan singh throw digniti governor offic window want modi return,1
mamata good leader mamata deski dusmon har har modi ghar ghar modi modi great leader world,1
known erad terror punjabsrilanka bosnia chechnya none bloodless,0
dont need lawyer like modi joke ask putin via,0
lol think gods shud also done nehru gandhi wanna know bjp modi read,1
modi key name per vote mileag jate peat per nahi,0
exactli peopl actual pay listen modi unlik stupid raga great idea btw consid one might help gener lot revenu parti peopl would love contribut,1
lie dhume like modi journalist spread misinform didnt gurcharan da say confid rahul gandhi,0
advani deserv presid india modi disrespect god punish modi,0
youngest pellet gun victum hiba jan iok come say minor safe rssbhajrangd control modi govt post video muslim lynch cowbhagt forc chant hindu slogan stand mosqu remov beard threat mind bussi,1
modi launch poll campaign wardha via,0
nehru indira gandhi indira rajeev gandhi rajeev desper tri rahul modi best person whoever rule dynasti,1
never said comment role pak intellig failur lead attack upa minist left post mumbai attack bcoz fail modi ask entir countri chowkidar abt rdx isnt,2
much yearli fund alloc much spent come white paper ask mla karnataka get seat leadreship dont reli modi,1
worri modi might contest constitu bangalor south far seem favor inc modi pictur thing chang,1
narendra modi appeal everyon tweetstorm,0
modi uneduc never held singl press confer know like answer question think bigger countri peopl mentli poor dont know,2
modi done noth common indian product market extens advertis campaign fund rich croni,1
nation never seen kind overal perform anybodi fail recogn clearli know there intent modi anoth year,1
bjp struggl find candid west bengal graffiti show modi ask cow contest hilari,1
modi first,1
modi finish corrupt cabinet level former ambass via,0
atleast modi bought new fighter jet airforc give teeth congress yr noth left airforc toothless,1
saudi crown princ order releas indian prison modi request saudi crown princ mohammad bin salman also announc increas quota indian haj pilgrim lakh request modi jai hind,0
pakistani nation know well right minorit alreadi protect right minorit one thing hindu pakistan safe muslim india imran khan naya pakistan modi terrorist state,1
modi appl melbourn,0
rahul isnt matur politician rahul manag director congress compani har har modi ghar ghar modi modi jeis imandar milna moskil haiji modi great leader world support modi,1
modi appreci capabl quick decis maker nation safe hand sad back one thing forgotten shanawaj khanpleas dont ignor person,1
liber show talent know get without get retali get support dare anyon speak chines atrocitiesno nobodi wil dare know china talk trump modi,0
place modi,0
chor startup accus bjp websit lift design give credit via,0
wish strength shoulder narendra modi,1
green underwear miss ive doubt isi got text raga modi sold ambani,2
actual promot modi govt good work,1
spineless leadership world doesnt give confid hve alreadi state mani time leader turn impot ascend posit power,1
libbi gang tell aurangzeb great made topi sell make money modi sell tshirt great aurangzeb prove modi tyrant like aurangzeb discuss,1
prais lick maai baap boot parti resign post governor carri prais modi,0
shame rajdeepcompar modi imranimran take lesson modi run countri,0
congress rahul declar vision india year wast congress vision declar modi hatao listen video,2
stand modi,0
wrong assumpt made letter modi fan mean muslim hater hindu rashtra secular india mean xtian muslim becom nd class citizen modi support pro lynch hate crime punish perpetr end,2
opposit parti offer biriyani terrorist modi govern fed bullet,0
produc croon namo namo song film,0
ye fcuke mmrca procur ye social bane modern india pvnr freed upa much less socialist yardstick comparison nda modi less socialist indira btw,2
raghuram rajan sent list high profil bank fraudster modi earli month offic thereaft remind modi fail act also thug claim chowkidaar,2
vote get divid modi win unit tone one strong opposit,1
modi eat beef biryani sleep asaduddin owaisi hyderabad news,0
one overdo loss live modi lover could say,0
shri arvind kejriw shame shame aap congress bail parti gathbandhan kark public majak bana rahe rememb great darth indian polit modi oppos thik hai opposit itna mat giro,1
smriti kerala hahaha good come troller lot fun bjp even modi cant win seat kerala sreedharanan pilla also know via,1
lal bahadur shatri resign train accid mistak line men sinc could give signal time kill still modi give resign atal bihari vajpay want resign ciz modi power lusti,2
time vote modi candid doesnt matter,0
sane bold decis annapurna yadava support modi nation,1
pride india restor modiji soon indian passport requir visa power modi,0
modi indian fool,0
malnutrit india narendra modi rahul gandhi constitu among worst affect via,2
conspir peopl jharkhand anyway dont expect much count last day final day modi govern adani project jharkhand becom india first power sector sez via,1
one busi profess would enough gut join cong bc fear investig agenc independ even offici sinc modi use balatantli person stoog weapon meet polit necess,0
forgot one cruel incid happen kashmir made comment like hope havent could cruelti coward cant use modi right,2
nation first vand mataram modi behatar bharat,1
like modi pappu,0
nri disappoint modi via,2
buck bet kangana scene jayalalitha say modi inspir,0
sir impress voter elect trskedikcr ap crsncbn ycp jsp jagan musugu remov chest kcr unttadu kcr musugu remov cheset chormodi unttadu brought voter vote ycpjsp cr get krishnagodavarion lakh due,2
final day modi govern adani project jharkhand becom india first power sector sez report,1
utterli mistaken communitiesthos secular vote modi commun castist modi,0
seventeen year long time learn one complet school bachelor master time congress parti learnt littl editor chief argu way congress walk modi trap,2
suppos susu swami influenc much thought modi etern grate elect make pseudo realiti strike enter independ support bjp becom irrelev inconsequenti,2
india st larg countri upgrad sinc would bad shape year come modi grow fast rate like never futur secur get reelect,2
bjp mean nation leadership equal opportun section progress open futurist jai bjp jai bharat jai modi,0
watch narendra modi govt reduc corrupt innov step,1
modi villag electrif among world biggest success sinc million peopl gain access electr asia region get electrifi compar progress happen india,1
mahinda rajapaksh yogi adityanath rare gem world govern,1
border transcend saw satisfi chang,1
agre congr screw big time defenc perhap even enrich want know mani rafal modi brought india year upa couldntchos term an,1
modi campaign congress reaction polit gimmick wont improv chowkidaar live,0
absolut right bangladesh joker,1
vote major sir vote modi,1
bjp lack bold concern didnt bother releas terrorist jail within hour assum offic,2
correct modi disgrac offic regularli past year time vote,2
arvind best way defeat leav post delhi contest elect modi vanara constitu past also till bodi strong defeat even bodi readi file nomin,1
modi sold suit lot stuff receiv gift nation auction donat money ganga project doesnt skill sell india like rest nehru mouni singh,2
day back stole song anyway bjp modi prove tag line,2
congress resign modi clearli said find wrong hang public place,2
modi done year matter pandit commun better leav hate apolog bigotri done last year one day might welcom like everi pandit,1
watchman modi tshirt seller,0
chokidr kutt moat maro dont need type chokidar product modi sarkrthi also real face bjp,1
measur modi govt aim empow farmersfind video via namo app,1
papu cant think dream also bjp modi,0
chowikidar suresh vaidya bharat logo jago vote bjp head shri nrendra modi jagt raho,0
give modi whistl cap want chowkidar akbaruddin owaisi,1
watch bowl threw modi watch elict,0
context elect kind cold shoulder modi neg context,2
odd day call best independ even day abus modi satisfi gandhi famili man known compani keep babu two side coin,1
chandrababu naidu call modi demon jd mla want crush jaw modi support polit india reach new low via,1
storytel broken emot barrier ruler rule write,2
rememb modi sold fuel inflat price four year keep rais excis duti crude slump want lock crore indian aadhaar jobless growth farmer distress demonet destroy busi,2
even aftr tri th time last min couldnt even book train ticket via irctc websitesam error msg displaydi gov even think go digit wherein cant even mnge simpl ticket book site,1
life fill unansw question road success alway construct may name road enlighten long difficult jharkhand also invent coalfir power plant via,1
better rahul contest pakistan mani support like hafeez masood azhar dawood imran khan aur india jijjaaaa sure win amethi win wayand peopl still rememb disast manag modi,1
job india sell world idea nation attract invest destin busi sell tshirt like salesman worri rest countri,1
narendra modi feel film call narendra modi good qualiti act iron exhibit mediocr act talent outsid indian polit member film product told depend,1
wont indisput fact anyon challengescondemnsabus modi bound turn belov pseudosecular politician brigad lutyen media extent glorifi individu,1
crore job lost modi busi market rahul gandhi,1
sit ontario predict fantasi rotfl whether like nobodi buy shit modi sell anymor apart backward state north peopl buy cowcommun crap wish luck,2
modi fool women jumla bahut hua nari par war abki baar modi sarkar hasnt done anyth women safeti year acid still sold openli,0
comment disgust alway wrong agian probabl that friendli interview modi face person abus direct led mr gandhi follow son parti ilk left lib journalist,2
modi power lusti gandhi famili saint peopl right modi bad money pocket gandhi good lot currupt money pocket right,1
modi kid boost gang thiev window job open door gang come loot bjp doesnt expect come back power use time remain leach much resourc india,1
larger blame increas pollut congest delhi min modi minist adam decis increas metro fare oppos govt money make decis cost delhi metro lost lakh commut,1
interest elect bjp said congressi chor congressi said modi chor matter decis chor like babri case,1
elect commiss india enforc mcc modi code conduct moral code mute spectat nonsens governor shame,0
what go controversi amend environment law procedur document reveal modi javadekar war india environ via,1
dont underestim mla potenti might becom india next prime minist read bjp parrot modi line ask sonia itali beti sept,0
exactli point reach posit power paranoud upset applecart uncondit islam support base show raw gut act that khanchri also preffer islam support merit base support,2
know willpapu chamcha noth target modi that desprat target suitsdont know bitch chacha nehru coat dri clean london someon talk fact papu chamcha run topic,2
jawan kill border crime women time high forget job even data job doesnt exist economi lowest alway adani get tax cut modi sell tshirt state india,2
modi govt effort last year govern reform institutionalis honesti way everi system institut design inculc well inspir honesti via namo app,0
percept make fool call foreign invest other call sell compani foreign modi call former baba ramdev call later know make ppl fool foolish ppl clap jai hind,2
citizen say corrupt reduc last year,0
modi north indian fyi,0
start khan take jibe india regard minor practic home preach india,0
major sourc corrupt middlemen disburs govt resourc end beneficiari modi govt solv transfer benefit directli bank account beneficiari thu reach poorest poor via namo app,2
opinion modi one immun critic modi realli work way top lower middl class kid work tea stall modi becam world biggest democraci realli took along rise,1
countri given year congress know happen happen countri therefor given year ordinari citizen countri feel give year,2
congress came jd elect result jd beg elect gimik modi biggest opposit nitish kumar bihar say,0
modi like indian,0
societi need modi governor kalyan singh channel bjp karyakarta tshirt,0
watch aimim akbaruddin owaisi mock modi chowkidar campaign,0
indian version pmln similar modi parti strike,1
opposit time terrorist would fed biryani feed terrorist bullet bomb yogi adityanath via,0
final rahul gandhi bring credibl agenda bjp may late,1
yeah modi act exactli like unlik mm puppet sonia ilk dont like prais imran khan enemi nation quit understand,1
congress parti whose poll show close lead elect due may said job report show nation disast economi expand percent plu annual uneven growth meant enough new job keep pace,2
make intern headlin scam corrupt alleg decad known anticorrupt measur transpar govern chang modi ensur india via namo app,0
said sir till common men experienc good govern countri realis time consum exercis take less time sure realis modi get second term,1
fight right need modi govt forev jai bhajpa,1
agre idiot biggest curs modi bjp hope dolt remov,2
report card leader govern fare remark well polit leader done quit badli mainli never stop campaign mode write srinivasaraghavan read,1
foundat new india alreadi laid modi govt vision hous health educ india realis aspir toward prosper futur via namo app,1
lost bargarh kalahandi even elect may wrong idea ground realiti bjp modi come kalahandi jeypor th march st april,2
modi govt arbitrari discret develop auction natur resourc coal spectrum infam upa scam done fair transpar manner rule base develop mind,1
stop pit bjp largest parti world like pdp faltu lalkaro maatther pan nation vision modiji fail understand,2
lok sabha elect live updat nitin gadkari contest nagpur file nomin india news,1
bjp must stop seek merit base support must issu base like islam support pseudosecular parti progress develop issu hindu,0
aapa contribut made modi govt data manipul masteri known till villag electrifi conveni shown figur context india kya modi asia bhi credit leng,0
bogu stori kejriw know histori indian polit emerg also said indira hold elect elect commiss hold elect indira lost indira loos modi,2
peopl buri truth come soon must ahead way truth afraid coward threaten expos realiti keep go teach reason doubt modi india,1
year congress rule corevot issu congress power bjp opposit right modi power congress opposit bjp cant seem get use vote year modi rule,1
good morn see nirav modi escap,1
kejriw anyth son hat creativ dirti trick,2
yeah modi mass murder pakistani terroristsand india continu jihadi,0
cannot understand wat modi done yr probabl bcoz live dubai india,1
develop becom mass movement modi govt econom social polit empower life one wit posit paradigm shift new india via namo app,1
modi rise incred inspir remind everyon possibl rise matter come sure imran khan share struggl hard work politician he noth puppet leader fail state,1
anoth meltdown india rejoic modi get relect year show hard step took better economi peopl vote,1
two reason atmospher hatr creat modi rule rss ideolog unemploy,0
modi wipe small micro industri india demonitis indian enterpris small micro industri section,2
bjp struggl find candid west bengal graffiti show modi ask cow contest,2
modi opposit tri defam want succeed indiaabus mister prime minist worst formbut spite modi go win,2
phir modi sarkar get lost yaar chowkidar,1
modi keep win till gonna call third term third reich,1
noth compar modi call psychopath terrorist name mother drag whole thing abus,1
sir impress voter tdpncbn worri jagankcr jsppawan request voter kedikcrchormodi intent avoid one lakh cr due krishnagodavari water crsap tell voter yr tdp bjpmodi get fund realis modi cameout,2
congress dsrve chanc dey didnt chanc last yearswould leav hous open thiev loot sever time keep congress home dnt wnt pappu run nation wnt leader like,0
problem slap return strip nude thru electori vote ls elect follow,1
milind deora time blind faith modi absolut hate congress,2
world first modithem cafe tamil nadu video,1
nation modi shah person properti belong everi one month forgiv forget,0
raga sir also entertain peopl well,1
matter time tget say pple gave birth modi tenur henc modi,0
great thought sirlook forward see apki baar modi sarkar,1
also condemn dancer disgrac rather chor vat mafia would better adject btw condemn modi mother abus never heard presstitut speak word,1
none dilut vote allegi state posit need rattl,0
list achiev modi govt also substanti valid point critic coupl valid point use fals narr majoritarian justifi nota bjp actual pursu work,2
well kill cockroach makw dirti home necessari btw imran call said ye india kill terrorist told modi hope got answer,2
dear tsunami favour modi come corner within india nri commun live abroad firmli believ modi solut take india new height futur belong modi,2
chowkidar modi jee remov chaddi turn around,0
modi new twitter trend,1
bjp worker would want modi win kalyan singh rajasthan governor,1
give modi whistl cap want chowkidar akbaruddin owaisi,1
also public ask critic modi tumhar pa koi road map nai hai kya kais janta liy kaam kerog,0
modi tweet time halfanhour urg celeb motiv fan vote detail click,1
must use right modi,1
substanti sens earlier buzz hopeexcit clearli miss that biggest failur polit class whole elect abt oppos elect one man modi might win voter wll vote expect,1
fals promis bounc back modi head,2
modi amit shah nomin bjp set success plan polit editor singh write,0
countri modi face unabashedli hubrist main bhi chowkidar slogan everywher frankli nice see humil teamwork compass leader,1
long hav dumb rich due corrupt ppl like bharat never better choos wiselyw alway chose best lifeschool collegecar doctor etc need choos person like,1
pleas request tweet give chanc tweet modi modi modi,1
attent elect commiss railway ticket air india board pass bear pic modi wonder wast public money elect commiss doesnt see hear speak ask former punjab dgp shashi kant read,0
talk modi saal baad pata chala mari,0
stop say like dirti paid media mafia see chowkidar modi hobnob miya imran look leap,2
reason modi elimin gaddar india need hindu unit,0
even possibl criticis pakistan aur previou govern opposit without includ modi possibl,2
alway modi,0
tathagata roy want genocid rohingya boycott kashmiri muslim anandiben patel say modi sahab khyal rakhna modi goverbor offic becom extens rss shakha need proof,1
modi win better margin,1
work mumbaiwho hell shout like dogb like modi dream biopic,2
account credit guess best keep report select outrag keep blame modi issu level,1
sad jee team zombi shouldv said theyr call raita channel instead radio channel,2
daft donkey dick aap born iac movt set vivekananda fdn ram madhav doval board haramdev kiran bedi iac bjp hazar use idiot kejri refus modi bitch thu bjp went via,2
narend modi think candid stand region win reagion elact cancel candid rank declar winer instat elect save public money rajsh tejwani,2
yet happen happen everyday hindu girl abduct convert rather regular separ case lucki enough get media coverag somehow imran khan better look make better modi,1
ye among other kundu committe modi,0
cong chor parti modi gareeb lal say farmer frm also say clueless abt poverti farmer livid coz cong fail fulfil farm loan waiver sowa cong flw promis bait vote,2
chowkidar new symbol uniti ident new india thank visionari thought modi,1
centr state govt work togeth make india tbfree narendra modi,0
pleas dont forget remov fakendra modi corrupt fake failur govern,2
vote kar narendra modi appeal everyon tweetstorm,0
modi urg shikhar dhawan bhuvneshwar kumar ravichandran ashwin encourag voter particip lok sabha poll,0
ye that guarante reserv cant creat job modi push buis guy berserk stop bullshit,0
modi agenda new india developmenta trillion economi strong capabl india opposit agenda remov modi tht dey start corrupt nation choos nationalist modi corrupt loot nation,1
modi,0
last year economist led upaii econom disastr capitaloutput ratio reach high make indian economi ineffici read know improv modi govern,2
movi show life histiri narendra modi propaganda commun like film hitler jew,2
pleas dont forget remov fakendra modi corrupt fake failur govern rememb bring great congress best rahul gandhi would next india,1
lok sabha elect live made possibl say ganga yatra,1
modi tag appeal celebr report sanjay sharma,0
stupid core doubt anil ambani took franc made deal dassault without modi cowkidarof anil escap nirav etc ran away help govern receiv lookout ntce,2
watch fun modi win elect huh,1
big moron peopl say defenc corrupt arm deal land deal tax evas true lie modi fals keep lick suck gandhi els die starvat,2
narendra modi movi trailer seem one fakest trailer ever seen,1
seriou threat polit slogan modi,2
enough monger take step like worst faith race worldtri keep weapon hous walk street threaten ppl built diffrent break trail blazer,2
ask modi,0
fakendra modi chor hai pleas dont forget remov fakendra modi corrupt fake failur govern rememb bring great congress best rahul gandhi,1
pass expect modi govern,2
modi govtcomplet kannur airport kerela fulfil expect kerala peopl pend sinc last yrother govt get time complet sinc airport fastest revenu employ come nowthen peopl criticis modi govt,1
gst modi one obstruct year tell bjp chang cong bill dbt start congress gdp nose dive comparison upa currupt free give mudra govt share data data public domain,1
ambani chowkidar say chang modi accept gadkari shut chowkidari rich chang napkin modi,1
india prime ministeri grate parti modi amit shah ravi shankar prasad,0
modi want rule india anoth year term peac harmoni india modi clear doctrin retain power henc modi amit shah duo extent creat rucku,1
year high unemploy data nsso cmie idea seem proof failur namumkin mumkin hai modi hai mumkin hai,2
amit shah obviou choic bjp modi,0
happi birthday narendra damodar da modi,1
jai nmo support modi modi win elect think one make countri great pleas dont miss chanc give vote modi plzzzzzzand motiv other also give vote thank,1
sapna base zirakpur mbl blood serv honest good person highest seat becom lok sabha great honor also modi bjp,1
governor bjp parti peopl kalyan singh rajasthan guv say want modi becom bjp win lok sabha elect,1
one step time navig thru looteyn everi institut stack modi easi mani ordinari mortal would given join thing happen due cours time,2
destroy forest mine cole vaa modi vaa,2
ungrat fakendra modi chor hai pleas dont forget remov fakendra modi corrupt fake failur govern,2
modi gave freedom speech asuddain akbaruddin owasi congress rule mouth shut fill beef biryani given sonia rahul gandhi,1
bjp work like gang rule per loot huge money bjp collect huge fund rich corpo wave bank loan return democrat insti subvert ministri run modi ministr work like spare wheel modishah dont like goodintellig ppl,1
call mother jersey cow hybrid calf expect back modi singl handedli drag level polit discours india,2
unpreced amount money spent modi reelect print media hoard radio sourc money india right know,1
seem sequel one modi pictur check net origin republican parti,1
year disrupt societi destroy farm commun demolish middleclass dismantl job youth damag democraci quit spectacular show,1
elect approach disillus acch din come nation india love chang surround modi bhakt modi hater find mildli distast,0
pleas dont forget remov fakendra modi corrupt fake failur govern rememb bring great congress best rahul gandhi,1
like modi act like man fight varanasi well fact definit vadodra track record guj great still fought varanasi scare,1
one thing reveal specif pictur modiji shahji friendship unparallel modiji aur shahji dosti anupam hai,0
accus nirav modi run away countri cant take credit,0
cbi standoff modi elect well known asthana would join cbi say former gujarat top cop huffpost india,1
whole world behav gujrat religi riot happen yeah modi get clean cheat suprem court,1
pleas give write modi come power elect conduct good leav countri forev polit would alreadi end elect,1
railway ticket board pass air india modi pic airlin say look,0
pittrodda welldi french beard use faith chamcha rajeev shift chamchgiri rahupopu gaddha crook modibait,0
lrt modi could never,0
ashley telli histrion mark modi term offic three achiev howev incomplet like make real differ india strateg fortun time,1
grand old parti sonia gandhi abdic respons project lightweight front modi accord public field worthi candid like,1
karnataka congress bjp also back mineloot corrupt ppl modi must look keep away parti,2
pleas spare time read articl tell could bring fugit like other back much time eye open guy shield law,1
stori true request confirm,1
